Project ID,Project Name,Branch,Region,Start Date,Status,Issue Title,Severity,Description,Implication,Cost Impact,Management Comments 1,Management Comments 2,Recommendation,Branch Manager,Operations Manager,Supervisor
128291,Donholm Feb 25,N/A,N/A,2025-02-19,active,Debtors Analysis,medium,"·       An analysis of Outstanding debtors was done as at 20 February 2025 to determine if there were long outstanding debts that were posing risk of bad debts to the company and to identify if there were slow paying customers which can impact the company cashflows.·       It was noted that there was one customer who was blacklisted with a balance of Kshs.4086 and one institution with a balance of kshs. 7,730 who had not been supplied for 5 months.·       Below is a summary of debtor’s balances:Table 9:Debtors summary.

Customer Name
Opening Balance
Sales
Security
Total
Amount Received
Closing Balance
Comments


Lelani School Limited
7,730.00
0.00
0.00
7,730.00
0.00
7,730.00
No t supplied for more than 5 months


Tuk-Tuk Reliever- Henry Fwidah
2,189.00
5,430.00
0.00
7,619.00
5,530.00
2,089.00
Security deposit above the debt.


Tuk-Tuk-Imara
8,694.07
34,774.83
0.00
43,468.90
33,163.00
10,305.90
Security deposit above the debt.


Saviour Namai Shitambasi
3,427.00
32,081.00
0.00
35,508.00
20,240.00
15,268.00
Supplied because debt was below the supa point balance and security deposit.


Ann Mutinda
21,650.00
67,215.00
1,225.00
90,090.00
68,440.00
21,650.00
To be cleared by Saturday, the customer paid to the wrong Till.


Kevin Andayi Shitandi
9,088.00
0.00
0.00
9,088.00
4,290.00
4,798.00
No supply until the debt is cleared


Boniface Wambua
4,086.00
0.00
0.00
4,086.00
0.00
4,086.00
Blacklisted.


Immaculate Primary School
126,995.00
0.00
0.00
126,995.00
0.00
126,995.00
Institution",·       Customers with debts exposes the company to risk of losing its revenue if do not have security deposit to cover up for the outstanding balances.,0.0,,,·       A follow up should be made by sales rep to ensure customers with debt do pay and clear while those with security deposit the same is used to offset outstanding balances,N/A,N/A,N/A
128291,Donholm Feb 25,N/A,N/A,2025-02-19,active,Minishop spot check.,medium,"·       A Spot check was carried out at the mini shop on 20 February 2025, to verify if operations were being conducted in line with established standards.·       A Variance between expected sales and expected cash of +12 was noted which was due to a customer who had paid more as illustrated below:Table 10:Mini-shop spot check summary.

Description
Amount


Expected sales(A)
  56,905.00


Equity pay bill balance(B)
  56,764.00


Transaction cost©
153


Variance(B+C-A)
         12.00",Mini shop is well controlled.,0.0,,,Mini shop controls working effectively to be maintained.,N/A,N/A,N/A
128291,Donholm Feb 25,N/A,N/A,2025-02-19,active,Cash Verification.,medium,"·       A spot check in the cash office was carried out with the aim of ensuring cash at hand was tallying with that of the cash flow balance.·       It was noted that all the cash was well accounted for there were nil variations. The expected cash was Kshs.243,151 Agreed to the cash at hand as at Date 21/02/2025.",Cash controls in cash office are working effectively.,0.0,,,Cash controls are working effectively to be maintained.,N/A,N/A,N/A
128291,Donholm Feb 25,N/A,N/A,2025-02-19,active,Vehicle fuel consumption,medium,"·       Fuel consumption analysis was done from for a period of 43 days from 8/01/2025-20/02/2025 to determine whether the standard mileage set for each vehicle was being met.·       From the analysis it was noted that there were Vehicles that were consuming fuel more than the standard rate i.e. Imara 1 which had faulty mileage readings but had consumed more and Mlolongo had also consumed more litres. It was noted Tuktuk supplying Kamakis had faulty mileage is with KAF.Others were within the standard rate as detailed below in Appendix 

Route
Reg. No
Make
Model
YOM
O/M (08/01/2025)
C/M (20/02/2025)
Cum Km
Actual cumulative fuel
Actual rate
Std. Rate
Std Cum Fuel
Variance
Remarks


Umoja
KBR 421P
Mitsubishi
FE84/4D34
2011
631,501.00
634,543.00
3,042.00
507.5
5.99
6
507.00
-0.50
Within range


Mlolongo
KBS 262V
Mitsubishi
FE84/4D34
2011
693,212.00
697,874.00
4,662.00
786
5.93
6
777.00
-9.00
excess, we have already done deductions,57642,42617


Utawala
KBK 571Q
Mitsubishi
FE635/4D32
2009
429,551.00
433,436.00
3,885.00
642
6.05
6
647.50
5.50
Within range


Imara 1
KTWC 547E
TUKTUK
Piaggio
2020
54,363.00
55,773.00
1,410.00
106
13.30
16
88.13
-17.88
Fuel pump issue sent to KAF, Workshop, had an issue with mileage hence no actual readings, manager to do a follow up/reminder with KAF.


Airways
KCH 386 T
 
 
 
263,688.00
268,346.00
4,658.00
710
6.56
6.5
716.62
6.62
Within range


Imara II
KTWC 317Y
 
 
 
28,799.00
31,023.00
2,224.00
141.30
15.74
15
148.27
6.97
Faulty speedometer from date 15


Ruai
KTWC 754 W
Piaggio
TUKTUK
2022
33,368.00
35,553.00
2,185.00
114.00
19.17
16
136.56
22.56
The manager use what is in the receipt (we usually verify with sales team)


Kamakis
KTWC 543E
Piaggio
TUKTUK
2020
51,601.00
51,890.00
289.00
21.00
13.76
15
19.27
-1.73
Faulty mileage readings at KAF NOT worked from18/01/25-7/02/2025",Vehicle using more fuel than set standard implies that the company was incurring more than set budget. Further using vehicle with faulty speedometer implies that the manager will not in position to control fuel which is issued on daily basis.,-12.0,,,·       Fuel allocation should be done as per the allowable standard consumption rates.·       Vehicles with faulty mileage should be sent to the workshop for repair.,N/A,N/A,N/A
128292,Pangani Feb 25,N/A,N/A,2025-02-19,active,Physical Stock Take,medium,"Findings.

We conducted a physical stock take of raw materials and finished product on 19th February 2025 to determine whether the stocks movement at the Branch was well managed and to assess the effectiveness of existing controls.
The items with variances were as stated below:

Polybags had a variance of +106 Pieces


Finished product had a variance of -67 Loaves.



The other raw materials had negligible variances as illustrated:










Item Description
UoM
Stock as per SAP
Physical Stock
Variance


Finished Product
Pieces
7,506
7,439
-67


Polybags
Pieces
68,586
68,692
106


White ingredients 9Kgs
Bags
144
144
-


White Flour
Kgs
12,200.00
12,200.00
-


Yeast - 125gms
Sachet
135
135.00
-


Vegetable Oil (Utto)
Kgs
10.81
11.43
0.619","The minimal variances noted imply adequate stock controls at the branch, however the bread shortfall was an indication of lapses in monitoring and verification of actual yield.",None,,,The branch management to increase spot checks and verify recorded yield against actual yield to detect and eliminate or reduce the bread variance.,N/A,N/A,N/A
128292,Pangani Feb 25,N/A,N/A,2025-02-19,active,Bread  Weight ,high,"Findings.
We conducted a spot check on the weights of packed bread on 19th February 2025 to verify if the set bread weight standards were being adhered to.
Underweights were noted in 400g CTw(25/75) and 400g BT(11/75) as detailed below:



Variety


Sample size


C/Wt


Ov/Wt%

Ov/Wt

U/Wt


U/ Wt %


Av/ Wt




400g BT

75
64
0%
0
11
15%
396.24



400g CTW

75
50
0%
0
25
33%
393.88",Presence of underweight bread signified lapses in implementation of the set dough weight for some varieties and also failure to monitor production process flow to ensure minimized chances of overcooled bread.,None,,,The branch management to adhere to the set weight ranges and quality standards to ensure compliance to the recommended weight.,N/A,N/A,N/A
128292,Pangani Feb 25,N/A,N/A,2025-02-19,active,Bread Damages Analysis,medium,"Findings.

An analysis was done on the bread damage levels for both production and market based deformities for  the period 20th January to 18th February 2025 to detect if damage levels were within the set limits.

We noted the following:

 Production bread damages stood at 0.22% of total production which exceeded the set limit of 0.2%.

Market damages stood at 0.35% of total sales which was above the set limit of 0.5%.",The production bread damages exceeded the set damage limits and therefore implied compromised bread quality for the audited period.,None,,,Enhance controls within the production process to ensure bread produced is of good quality thereby minimize possibility of excess production damages.,N/A,N/A,N/A
128292,Pangani Feb 25,N/A,N/A,2025-02-19,active,Debtors' Analysis,medium,"Findings.
An analysis of the debt balances as at COB 18th February 2025 was performed to identify any occurrences of bad debts or unresolved balances by route. 

The findings were as detailed below:


Debtors analysis (Excl. Institutions)
 



Route


Customer


Pending Balance


Management Comments (Remarks)



Mathare

Ednah Ongeri

1,400.58

The customer redeemed excess cents


Mathare

Minishop -Mwariro Market

86.64

We will follow up for recovery


Mathare

Odhiambo Elly Owino

1,412

The customer redeemed excess cents


MinishopP

Minishop-Ngara


 10,394.00

Blacklisted.




Grand Total

 13,293.22","Debt balances were minimal, therefore well controlled, however efforts should be made to recover the pending balances.",13293.0,,,Follow up on pending balances for clearance.,N/A,N/A,N/A
128292,Pangani Feb 25,N/A,N/A,2025-02-19,active,Packing Efficiency,medium,"Findings.
An assessment was conducted on the utilization of packers in the slicing section to determine if optimality was attained based on the set Company standard of 97 crates per packer.

  We noted that, for the period 20th January to 18th February 2025, the packing efficiency stood at 94.05 crates per packer which was below the standard set.

Packing Efficiency

Details
Totals


KPI =A

97



Loaves Produced

229,773.00



PD, Oven Damages & Deductions & System FOC

1,228.00



Loaves Produced less PD, Oven Damages & Deductions &FOC

228,545.00



Add: 20.01.2025 3rd shift Loaves

2,861.00



Less: 18.02.25 3rd shift Loaves

2,857.00



Total Loaves to be Packed(B)

228,549.00



Packers Hired (C) (20th Jan-18th Feb)

162



Actual Packing Efficiency achieved D=(B/C/)15

94.05



Packers who were supposed to be hired E=(B/A)/15

157



Extra (or Less) Packers hired F=C-E

5



Cost Implication (912*5)

4,560","The branch did not attain the set slicing efficiency implying extra cost of KES 4,560 incurred in paying excess 5 workers.",4560.0,,,The branch management to ensure optimal allocation of packers based on the set standards.,N/A,N/A,N/A
128321,South B Feb 2025,N/A,N/A,2025-02-20,active,Bread Weight Check ,high,"·       A spot check on the weights of packed bread ready to be dispatched to the market was conducted on 21 February 2025 to verify if the bread weight was compliant with the KEBS standard weight.
·       We noted that there were significant underweights across all varieties i.e.200g,800g, 400g and 400gSn, category and over-weights in the 600 and 1.5kg category as detailed below:


Variety
No. of samples
O/Wt
Correct weight
U/Wt
Average weight
% O/Wt
% Correct weight
% U/Wt


400g Sn
75
0
4
71
381.9
0%
5%
95%


400g
74
0
33
41
389.9
0%
45%
55%


600g
75
33
23
19
611.6
44%
31%
25%


1.5kg
23
4
19
0
1,512.0
17%
83%
0%


800g
34
0
26
8
789.8
0%
76%
24%


200g Ml
43
0
5
38
189.3
0%
12%
88%","·       The presence of both underweight and overweight bread indicates inconsistencies in the production process suggesting a lack of strict adherence to standard procedures.
·       Underweight products may result in customer dissatisfaction and loss of consumer trust affecting sales and brand credibility.
·       Overweight products increase production costs and reduce overall profitability by consuming excess raw materials.
Failure to meet KEBS weight standards could lead to regulatory penalties, reputational damage, and potential financial losses.",None,,,"·       Branch is recommended to ensure all production processes align with the set weight requirements by consistently monitoring dough dividing, proofing and baking procedures.
·       Review and streamline the packing process to reduce delays caused by shift reductions, preventing excessive cooling that contributes to underweight cases.",N/A,N/A,N/A
